id,name,symbol,rank,price,day_volume,market_cap,p_day_vol,available_supply,total_supply,p_tot_supply,max_supply,p_max_supply,p_change_hour,p_change_day,p_change_week,last_updated,load_date
prizm,PRIZM,PZM,374,0.962668,9887.07,14696407.0,0.000672754231698,15266329.0,15266329.0,1.0,6000000000.0,0.00254438816667,0.0008,0.0686,0.0299,2018-03-14 10:34:10,2018-03-14 10:38:41
chronobank,Chronobank,TIME,375,20.4243,2183420.0,14503557.0,0.150543759714,710113.0,710113.0,1.0,1.0,0,-0.005,0.1472,-0.4036,2018-03-14 10:34:09,2018-03-14 10:38:41
rialto,Rialto,XRL,376,0.195947,16602.0,14312687.0,0.00115994991017,73043663.0,100000000.0,0.73043663,1.0,0,-0.001,0.0367,-0.0546,2018-03-14 10:34:12,2018-03-14 10:38:41
alis,ALIS,ALIS,377,0.370216,51740.1,14267624.0,0.00362639918181,38538647.0,75209200.0,0.512419318381,1.0,0,-0.0037,0.0821,-0.0945,2018-03-14 10:34:15,2018-03-14 10:38:41
clams,Clams,CLAM,378,4.87239,72303.4,14205838.0,0.00508969622207,2915579.0,16613782.0,0.175491588851,1.0,0,-0.011,0.0126,-0.065,2018-03-14 10:34:04,2018-03-14 10:38:41
russian-mining-coin,Russian Miner Coin,RMC,379,9357.89,9260.47,14102340.0,0.000656661944046,1507.0,10757.0,0.140094821976,1.0,0,-0.0036,0.1933,-0.1269,2018-03-14 10:34:16,2018-03-14 10:38:41
draftcoin,DraftCoin,DFT,380,1.82861,466167.0,14092929.0,0.0330780776658,7706908.0,17706908.0,0.435248661144,1.0,0,-0.0023,0.0259,0.1263,2018-03-14 10:34:06,2018-03-14 10:38:41
incent,Incent,INCNT,381,0.305795,67639.2,14071647.0,0.00480677208574,46016602.0,46016625.0,0.999999500181,1.0,0,-0.0125,0.0341,-0.1794,2018-03-14 10:34:09,2018-03-14 10:38:41
fidentiax,FidentiaX,FDX,382,0.133651,73591.0,14033355.0,0.00524400615533,105000000.0,130000000.0,0.807692307692,1.0,0,0.0005,0.0108,-0.0008,2018-03-14 10:34:18,2018-03-14 10:38:41
energycoin,Energycoin,ENRG,383,0.115238,14391.5,14025279.0,0.00102611149482,121707071.0,121707071.0,1.0,1.0,0,-0.0036,-0.028,-0.1992,2018-03-14 10:34:03,2018-03-14 10:38:41
swarm-city,Swarm City,SWT,384,1.70748,108326.0,13916063.0,0.00778424185059,8150059.0,8150059.0,1.0,1.0,0,0.0061,0.0026,-0.2051,2018-03-14 10:34:10,2018-03-14 10:38:41
fedoracoin,FedoraCoin,TIPS,385,3.1275e-05,4565.7,13860085.0,0.000329413564203,4.43168182458e+11,4.43168182458e+11,1.0,1.0,0,0.0468,0.3418,0.7902,2018-03-14 10:34:02,2018-03-14 10:38:41
shield-xsh,SHIELD,XSH,386,0.028527,24410.7,13742053.0,0.00177635030224,481720937.0,481720937.0,1.0,660000000.0,0.729880207576,-0.0364,-0.0377,-0.2655,2018-03-14 10:34:16,2018-03-14 10:38:41
okcash,OKCash,OK,387,0.185011,391106.0,13673431.0,0.0286033549297,73906045.0,73906045.0,1.0,105000000.0,0.703867095238,0.0021,-0.0201,-0.2725,2018-03-14 10:34:05,2018-03-14 10:38:41
rubycoin,Rubycoin,RBY,388,0.537555,15440.5,13655113.0,0.00113074860677,25402262.0,25402262.0,1.0,1.0,0,-0.0037,0.0255,-0.2374,2018-03-14 10:34:02,2018-03-14 10:38:41
phore,Phore,PHR,389,1.92742,34420.2,13567787.0,0.00253690598179,7039351.0,12379351.0,0.568636514144,1.0,0,0.0007,0.0042,-0.3142,2018-03-14 10:34:17,2018-03-14 10:38:41
databits,Databits,DTB,390,0.593765,37860.1,13506853.0,0.0028030289513,22747809.0,22747809.0,1.0,1.0,0,0.0008,-0.061,-0.3726,2018-03-14 10:34:10,2018-03-14 10:38:41
hedge,Hedge,HDG,391,3.63564,620.114,13487040.0,4.59785097397e-05,3709674.0,5100033.0,0.727382352232,1.0,0,-0.0006,0.1083,-0.0925,2018-03-14 10:34:15,2018-03-14 10:38:41
universal-currency,Universal Currency,UNIT,392,1.01334,71425.3,13395208.0,0.00533215311028,13218868.0,17318868.0,0.763263973142,210000000.0,0.0629469904762,0.0328,0.016,-0.2047,2018-03-14 10:34:05,2018-03-14 10:38:41
bitdegree,BitDegree,BDG,393,0.0376142,28621.4,13310507.0,0.00215028623628,353869198.0,514800000.0,0.687391604507,1.0,0,-0.0005,-0.0429,-0.2365,2018-03-14 10:34:19,2018-03-14 10:38:41
earthcoin,EarthCoin,EAC,394,0.00112707,13661.6,13305282.0,0.00102678019151,11805195744.0,11805195744.0,1.0,1.0,0,0.0057,-0.0105,-0.2462,2018-03-14 10:34:02,2018-03-14 10:38:41
auroracoin,Auroracoin,AUR,395,1.53509,38106.5,13291023.0,0.0028670855509,8658139.0,8658139.0,1.0,1.0,0,-0.0035,-0.0047,-0.2753,2018-03-14 10:34:02,2018-03-14 10:38:41
myriad,Myriad,XMY,396,0.00849478,50514.2,13246860.0,0.00381329613206,1559411750.0,1559411750.0,1.0,1.0,0,-0.0059,-0.004,-0.2209,2018-03-14 10:34:03,2018-03-14 10:38:41
lomocoin,LoMoCoin,LMC,397,0.0580563,30867.7,13229872.0,0.00233318205951,227880044.0,312880044.0,0.728330388499,1.0,0,-0.0081,0.0217,-0.2762,2018-03-14 10:34:08,2018-03-14 10:38:41
hackspace-capital,Hackspace Capital,HAC,398,0.0406959,1013790.0,13198036.0,0.076813701675,324308731.0,1000000000.0,0.324308731,1.0,0,-0.0036,0.1965,-0.0195,2018-03-14 10:34:19,2018-03-14 10:38:41
mybit-token,MyBit Token,MYB,399,4.70792,72770.4,13179710.0,0.00552139614605,2799476.0,2812073.0,0.995520386562,1.0,0,-0.0162,-0.0963,0.3954,2018-03-14 10:34:13,2018-03-14 10:38:41
eztoken,EZToken,EZT,400,1.13869,1663900.0,13094935.0,0.127064395509,11500000.0,50000000.0,0.23,1.0,0,-0.0068,0.0093,-0.2103,2018-03-14 10:34:21,2018-03-14 10:38:41
